,用户ID,评论时间,评论文本,positive_prob,sentiment,neutral_prob,negative_prob
4490,沙查拉姆,2019-11-28 18:24,可是我身边还是有一些人不接受，觉得恶心，每次听到的时候我都觉得很难受,0.9834,正面,0.0029,0.0136
4491,吃颗蜜枣吧,2019-11-28 17:44,祝福,0.886,正面,0.0774,0.0364
4492,燕麦榨汁喝,2019-11-28 17:24,担心担心你孩子的身体健康吧,0.0178,负面,0.0055,0.9767
4493,张缺金,2019-11-28 17:18,不考虑出柜，父母不会同意的，就这样单身一辈子自己过也挺好,0.1485,负面,0.1616,0.6898
4494,三大本命,2019-11-28 17:16,世上有千万种快乐,0.5058,正面,0.3529,0.1411
4495,赤赤黛,2019-11-28 16:16,双性浪漫无性恋者送上祝福,0.9874,正面,0.0058,0.0067
4496,yyynusaa,2019-11-28 15:55,喜欢就在一起呗，这都21世纪了！又不是违法犯罪。,0.9747,正面,0.0005,0.0248
4497,写轮眼之谷,2019-11-28 15:28,希望真爱克服所有艰难险阻,0.9421,正面,0.0191,0.0387
4498,那就飞嘛-,2019-11-28 15:17,突然想起 有些人爱说我不反对但不要宣传  em...  那异性恋是不是也不要宣传 结婚同婚礼都取消算了,0.4699,中性,0.4947,0.0346
4499,丧心病狂黧萌萌,2019-11-28 14:37,支持一下，妈妈真的很伟大，包容，理解！希望有一天他们会被所有人认可！,0.7256,正面,0.1158,0.1586
4500,国木甜花丸,2019-11-28 14:21,总之不管咋样，骗婚者断子绝孙,0.8461,正面,0.0428,0.1111
4501,杲杲suki,2019-11-28 13:01,其实社会上支持同性恋的人真的很少，说支持的大都是在网上，哪怕网上也有很多恐同反同，家长有时候，只是害怕你走一条大多数人都不走的路，他们害怕的不是你喜欢谁，而且因为你要面对的方方面面的压力。,0.9957,正面,0.0001,0.0042
4502,六硬币换来的阿风,2019-11-28 12:59,999999999,0.0748,负面,0.1712,0.754
4503,坂田銀時的草莓牛奶,2019-11-28 12:58,总有一天，会实现,0.5725,正面,0.4075,0.0194
4504,岑叔有点坏,2019-11-28 12:54,不提倡，不支持，也不反对，因为如果同性恋普及了，会有很多社会问题出现的。,0.977,正面,0.0091,0.014
4505,云上青-,2019-11-28 12:44,love is love,0.9738,正面,0.014,0.0121
4506,魔幻草莓兔,2019-11-28 12:26,真爱不分性别。支持！,0.9166,正面,0.0113,0.072
4507,碳烤菠萝叉烧包,2019-11-28 12:19,包容而多彩,0.9937,正面,0.0004,0.006
4508,刺身三文鱼酱,2019-11-28 11:58,家长也都不容易 毕竟那一辈的人不像我们现在这样 知道的多 了解的透彻 接受度肯定也比较难,0.9967,正面,0.0,0.0033
4509,世人爱薛成美我爱薛洋,2019-11-28 11:25,我我我是女同但我什么都不敢说,0.994,正面,0.0002,0.0058
4510,无畏de姬米花,2019-11-28 11:22,给妈妈点赞,0.92,正面,0.0008,0.0792
4511,皎若云间月Xy,2019-11-28 10:12,加油,0.9963,正面,0.0,0.0036
4512,幻影霸者阿Q,2019-11-28 07:29,大陆还有这样的活动？而且还举行了十几届,0.9968,正面,0.0018,0.0014
4513,苍葉L,2019-11-28 05:31,我是同性恋，嗯！,0.4424,负面,0.0055,0.552
4514,旧世纪摸鱼战士,2019-11-27 21:11,加油！,0.9497,正面,0.0457,0.0045
4515,梦唐李煌,2019-11-27 02:38,"也许造物主（大自然）一开始就为所有生物订下了代价吧。
人类以为自己是食物链顶端，其实并没有。",0.9974,正面,0.0004,0.0022
4516,润物有花生,2019-11-26 23:41,性别一样又怎样，他（她）依然是我爱的人,0.9472,正面,0.0363,0.0164
4517,A娜er,2019-11-26 22:25,我出柜就比较牛逼了……我在吃年夜饭的时候出的柜,0.9986,正面,0.0002,0.0013
4518,账号已注销,2019-11-26 22:02,希望以后中国同性可以结婚。,0.991,正面,0.0001,0.0088
4519,自闭选手蒋丞,2019-11-26 18:48,希望国家能平等对待同性，超希望大陆也有同性婚姻,0.0748,负面,0.1712,0.754
4520,谷德morning,2019-11-26 17:26,我要举报这个视频！它的11:35处对我的心脏造成了数亿点的暴击！,0.5058,正面,0.3529,0.1411
4521,阿星小J,2019-11-26 00:02,b站又查我底细了,0.9915,正面,0.0001,0.0085
4522,分母大帝,2019-11-25 23:53,love is love,0.6374,正面,0.1205,0.2419
4523,Yussef_小叔叔,2019-11-25 19:44,没有什么不可以 性别是社会定义的 大家都是智人 最开始也是没有性别 没有人种的  反恐LGBTQIA各种 不过是主流社会在排斥的 一旦排斥 就会恶意丑化 最后就会形成恶性循环 就像white supremacy 所以 在保护好自己的前提下  勇敢面对自己的心吧 以后会越来越好的 至少从九五后这一代 会变更好,0.9924,正面,0.0027,0.0049
4524,少时请允我一个徐贤,2019-11-25 17:28,我希望每个人都有爱与被爱的权利，无关性别，国籍，年龄，爱就是爱。,0.9971,正面,0.0004,0.0024
4525,ID狸猫胖次,2019-11-25 17:23,支持，理解,0.9702,正面,0.0016,0.0281
4526,北桔_n,2019-11-25 13:00,爱情是一个人对另一个人的悸动，与性别无关,0.9061,正面,0.0756,0.0173
4527,薛熙宇Xevey,2019-11-25 11:10,加油！我是西安分会的也志愿者。,0.9364,正面,0.0009,0.0627
4528,nikinikino,2019-11-25 00:58,我在高中里才认识了一些同性恋，也成为了好朋友。我倒是很佩服他们，真的觉得他们很勇敢，喜欢就在一起，在街上和异性情侣一样牵手拥抱，也不在意别人的看法。我第一次和他们出去玩的时候都不适应路人的眼神，现在我能很自如地帮他们拍合照玩得很开心。年轻的孩子倒是更无畏世俗眼光。总之我觉得他们会有很好的生活很好的未来,0.9472,正面,0.0363,0.0164
4529,koong12345,2019-11-24 13:00,每一份真心相爱都应该被祝福，祝幸福,0.9862,正面,0.0025,0.0113
4530,蒻氺彡牽,2019-11-24 12:00,喜欢就是喜欢，哪有那么多为什么，同性恋异性恋不都带有恋吗，恋爱本就是美好的事情，何必那么咄咄逼人，家长无法养孩子一生，那么又何必非要插手让孩子痛苦，至少我感觉相比于异性恋同性恋的感情更加真挚，因为同性恋需要经历多少磋磨才能圆满。,0.0052,负面,0.0001,0.9947
4531,萌萌da王子样,2019-11-24 09:38,支持，有这样的母亲很伟大,0.886,正面,0.0774,0.0364
4532,bubble唔噜噜,2019-11-24 00:59,支持祝福,0.6767,正面,0.0101,0.3131
4533,想被梁博军训,2019-11-24 00:08,这妈妈太不容易了,0.9982,正面,0.0,0.0018
4534,砚底无墨,2019-11-23 23:23,您很伟大。,0.9906,正面,0.0016,0.0077
4535,珍尼玛氏哆,2019-11-23 18:06,我支持同性恋，凡是真爱都是值得祝福的，有情人终成眷属！！一定要幸福！,0.9664,正面,0.0057,0.0279
4536,这是Hana,2019-11-23 18:04,祝福,0.4429,负面,0.0047,0.5522
4537,开心就好不是咩yu,2019-11-23 12:10,异性恋同性恋多性恋泛性恋无性恋( •̥́ ˍ •̀ू ),0.997,正面,0.0002,0.0028
4538,开心就好不是咩yu,2019-11-23 12:11,做真我看见更大的世界,0.9824,正面,0.0002,0.0174
4539,芷寒4869,2019-11-23 12:05,love is love,0.9956,正面,0.0016,0.0028
4540,一口气干五碗,2019-11-23 04:59,加油！,0.9774,正面,0.0057,0.0169
4541,老子磕的CP都他娘szd,2019-11-23 01:08,之前通过耽美小说，了解到同性恋（异常坦然的接受，虽然我不是）喜欢磕CP，以为只喜欢好看的和好看的，结果发现，只要看得出两个男孩子之前的那种情侣感觉，我都可以！加油，也许这条路不会很好走，但是爱自己所爱的人，值得！,0.9881,正面,0.0002,0.0117
4542,秦西矣淮,2019-11-23 00:00,我想有一天同性恋能和异性恋一样，而不是特殊群体,0.9955,正面,0.0024,0.0021
4543,不才在下云某人,2019-11-22 21:31,支持同性恋婚姻合法化，但是同性恋骗婚行为一定要严惩！,0.9664,正面,0.0071,0.0264
4544,一口玻璃渣,2019-11-22 21:28,加油(ง •̀_•́)ง,0.9833,正面,0.0001,0.0165
4545,Queenie是阿唐啊,2019-11-22 19:46,爱情是不分性别的,0.9756,正面,0.001,0.0234
4546,-Agape,2019-11-22 16:42,希望一切取向都可以得到理解和承认吧,0.5623,正面,0.0181,0.4196
4547,仁紫殇,2019-11-22 12:40,为什么会出柜，这个背后的原因是什么,0.9081,正面,0.0008,0.0911
4548,每天都要吃西瓜,2019-11-22 00:42,祝福,0.715,正面,0.0007,0.2843
4549,账号已注销300934,2019-11-21 23:53,同性恋，家长除了接受还能咋办！阿门 愿主原谅你们,0.9903,正面,0.0027,0.007
4550,哥污啊瓜,2019-11-21 23:15,我害怕和妈妈说,0.9927,正面,0.0003,0.007
4551,布兰奇君,2019-11-21 20:37,加油,0.9906,正面,0.0016,0.0077
4552,一只小居延,2019-11-21 14:12,爱就是爱，没有同性异性之分,0.9582,正面,0.0031,0.0386
4553,春日部防衛队队草,2019-11-21 08:10,B站难得的男男接吻过审,0.0635,负面,0.0256,0.9109
4554,往返世界线,2019-11-21 06:32,真好,0.9974,正面,0.0002,0.0025
4555,落敏敏,2019-11-21 00:38,同性恋没什么，作为新时代前沿的人，我们思想都很包容!别怕,0.7744,正面,0.031,0.1943
4556,桃之夭夭小阳阳,2019-11-20 23:27,找不到女朋友就同性恋啊,0.0547,负面,0.0039,0.9413
4557,东野学姐,2019-11-20 23:17,祝幸福～,0.9965,正面,0.0,0.0035
4558,Buz光年,2019-11-20 23:11,看到最后那个平淡又甜蜜的吻一下子泪目了,0.9755,正面,0.0018,0.0227
4559,Buz光年,2019-11-20 23:05,谢谢,0.4402,负面,0.0345,0.5252
4560,Molehz,2019-11-20 22:48,同性恋可以，但请别骗婚！,0.8434,正面,0.0005,0.1561
4561,Crown冼xh,2019-11-20 21:51,已参与线上提议，支持平权,0.5569,正面,0.0075,0.4356
4562,小镇错题本牧吉,2019-11-20 21:17,投币就当随份子啦！！！！！,0.1921,负面,0.0151,0.7928
4563,宝塚坑。,2019-11-20 20:52,请问这个组织在成都的工会家长群怎么加,0.8626,正面,0.0466,0.0908
4564,请给我时间记住,2019-11-20 20:11,羡慕于你们的勇气，未来于我很长，我也一直找不到合适爱的人，也不敢出柜。想想现在感觉单身的快乐有些无法想象,0.9938,正面,0.0011,0.0051
4565,真得睡不着,2019-11-20 18:11,弹幕里有朋友对无性恋有误解呀，不是没有喜欢的人，一个是没有性趣而已。如果对谁都喜欢不起来的话，建议可以和别人多接触一下，自闭了是很难喜欢上一个人的，可以去看心理医生，背后的原因是什么，像我就有恐男的倾向特别是对外形条件好的男生，心里那种自卑感。,0.9971,正面,0.0,0.0029
4566,中二家小姐,2019-11-20 14:46,同性恋还是异性恋有那么重要吗？爱的不都是人吗？只是一个选择与喜好问题而已！那些张口闭口繁衍后代的，即使是异性恋也还有很多丁克族，有时候觉得挺搞笑的，大众都能接收人鬼情未了的故事，传说里也有很多人妖恋，来自星星的你也受欢迎，所以跨越生死可以，种族可以，星球也可以，就是性别不可以吗？很多人一提到同性恋就是恶心，变态什么的。人家妨碍到你了吗？人家逼着你去看了吗？同性恋者没有错，是那些过度反应的人自己有问题,0.0477,负面,0.0053,0.947
4567,料峭君,2019-11-20 13:48,我是双，目前有喜欢的人，是个女生，我不确定她家庭能不能接受所以没说，要是她也喜欢我，那么我就不会去找男人了，家里面还是希望我有孩子的，关于这个，我直接买小蝌蚪没问题，总之有了喜欢的就不祸害别人~,0.163,负面,0.1064,0.7302
4568,Yelater,2019-11-20 13:16,我出柜了，差点被我爸拍死，后来他说：“唉，就当养个女儿吧，我现在就把重心转到你弟身上了，看来传宗接代不能看你了。”其实我当时很绝望，因为我自己无法接受。,0.205,负面,0.0544,0.7405
4569,天狼2013,2019-11-20 08:50,尊重是双向的，无论同性还是异性皆平等而待。,0.9737,正面,0.0002,0.026
4570,酸痛,2019-11-20 04:28,封面阿姨真美！有一个这样的妈妈真好,0.8494,正面,0.0728,0.0777
4571,ECYWJ,2019-11-20 00:42,真好,0.0535,负面,0.004,0.9424
4572,今天轮回结束了吗,2019-11-19 23:26,我……喜欢我自己，什么时候来个法跟谁结婚都行啊,0.9985,正面,0.0001,0.0014
4573,LeoVSLeon,2019-11-19 23:12,当在说“不支持，也不反对”的时候，就是在反对。,0.5264,正面,0.29,0.1834
4574,Sexual丶deviation,2019-11-19 22:42,我很难接受。难以想象。不管是男还是女。但是我明白他们心里对爱的感觉，这和男女之间的爱情没什么区别。所以我很理解，也愿意去理解。人生路漫漫，陪在自己身边走完后半生的，只要是合适的心上人，是谁都好。,0.0749,负面,0.0007,0.9244
4575,花池子,2019-11-19 21:58,看哭了,0.084,负面,0.0374,0.8786
4576,因为音乐所以还在,2019-11-19 21:55,双性的路过，我估计这辈子也不会告诉我的父母,0.2389,中性,0.7282,0.0325
4577,我是我是谁6666,2019-11-19 21:14,都什么年代了，艾滋病就天天男同男同的，还有其他原因好吧！😊,0.9983,正面,0.0001,0.0016
4578,小如不爱吃饭,2019-11-19 20:13,这个妈妈发的抖音我看见过！！！呜呜好伟大的妈妈,0.3112,负面,0.0027,0.686
4579,困嘚杏仁酱,2019-11-19 20:10,同性恋是真爱，,0.9979,正面,0.0004,0.0016
4580,JinRunxi,2019-11-19 20:09,我没意见，人相爱，不分国界也不分性别，世界完美很好，尊重他人,0.9605,正面,0.0045,0.035
4581,_JXM_,2019-11-19 19:57,想知道进群的方式，让我老妈也加进去,0.964,正面,0.0014,0.0347
4582,Doiwannadoder2爽仔,2019-11-19 19:52,我曾经问过我妈如果我喜欢女生你什么想法？她说我如果是同性恋她就去死，然后带我去医院看了，我每年生日愿望都是爸妈离婚，说句难听话我爸妈之间只有性了，他们的婚姻早就埋葬了，我在家里很压抑，在外面就很放松。,0.999,正面,0.0,0.001
4583,大汗菌,2019-11-19 18:52,如果你们有生为人类的觉悟，就请为避免这种违反自然法则的事情尽力，而不是为让人们接受这种事而努力。,0.0874,负面,0.0118,0.9008
4584,是的是猫薄荷成的精,2019-11-19 17:56,同性婚姻合法这条路确实还很长，我也希望不管是性别相同还是不同，每个人都能有属于自己的幸福。,0.9588,正面,0.0032,0.038
4585,梅瑞狄斯13,2019-11-19 16:28,爱，生而平等，每个人都有爱别人的权利，不管他或她爱的是谁，都应该得到尊重，公平对待，我支持同性恋，LGBT🏳️‍🌈,0.1677,负面,0.0686,0.7636
4586,帅气的小苏丷,2019-11-19 16:18,我不认同，个人价值观也不可能接受，但是看见了，我不会说什么，不会爆粗口，管我毛事，眼不见心为静,0.9472,正面,0.0363,0.0164
4587,雨落拂晓,2019-11-19 15:40,魑魅魍魉怎么就这么多…,0.9988,正面,0.0001,0.0011
4588,Cleo光之翼,2019-11-19 13:48,这是什么协会呀 想加入,0.6818,正面,0.0546,0.2635
4589,骨北疯,2019-11-19 12:39,我以前有点恐惧，不理解，但现在觉得他们只是喜欢同性而已，这是生来就不能改变的，支持😁,0.9472,正面,0.0363,0.0164
